Date,Open,High,Low,Close,Volume,Adj Close
2015-12-25,557.20001,557.20001,557.20001,557.20001,000,552.13549
2015-12-24,556.50,559.79999,554.50,557.20001,404000,552.13549
2015-12-23,560.00,560.00,554.00,556.29999,791600,551.24365
2015-12-22,554.79999,557.50,553.00,555.45001,1247600,550.4014
2015-12-21,553.79999,559.25,548.50,555.84998,1163900,550.79773
2015-12-18,554.00,557.34998,550.45001,554.20001,2805300,549.16276
2015-12-17,557.50,558.40002,553.09998,556.09998,1905600,551.04545
2015-12-16,552.25,558.84998,552.25,554.95001,2056800,549.90594
2015-12-15,568.40002,570.00,556.40002,558.90002,1198800,553.82005
2015-12-14,563.20001,570.00,560.00,567.04999,744900,561.89594
2015-12-11,567.00,567.75,560.59998,565.90002,692100,560.75643
2015-12-10,567.04999,570.00,559.65002,565.09998,1127600,559.96365
2015-12-09,564.00,573.84998,562.54999,565.29999,791900,560.16185
2015-12-08,574.20001,578.90002,564.34998,566.70001,700600,561.54914
2015-12-07,571.84998,577.40002,567.90002,576.04999,1165000,570.81414
2015-12-04,572.34998,572.34998,562.20001,569.29999,1033700,564.12549
2015-12-03,585.00,585.00,569.29999,572.54999,1307700,567.34595
2015-12-02,584.79999,585.40002,576.04999,577.75,710100,572.4987
2015-12-01,579.20001,587.45001,579.20001,581.95001,1725000,576.66053
2015-11-30,569.00,575.75,567.20001,573.29999,4168900,568.08913
2015-11-27,569.50,570.40002,564.90002,569.95001,1338300,564.7696
2015-11-26,559.00,572.95001,559.00,569.50,1926200,564.32368
2015-11-25,563.84998,563.84998,563.84998,563.84998,000,558.72501
2015-11-24,573.20001,577.40002,562.50,563.84998,1020300,558.72501
2015-11-23,573.95001,576.15002,567.54999,570.09998,1111700,564.9182
2015-11-20,561.70001,575.00,558.00,569.70001,1853900,564.52188
2015-11-19,555.45001,562.00,552.65002,556.75,1006300,551.68957
2015-11-18,553.50,556.84998,551.15002,554.34998,1230300,549.31136
2015-11-17,557.00,557.00,551.00,555.84998,1465500,550.79773
2015-11-16,549.90002,557.95001,542.25,553.50,1110800,548.46911
2015-11-13,554.00,555.25,550.40002,551.50,623700,546.48729
2015-11-12,556.50,556.50,556.50,556.50,000,551.44184
2015-11-11,558.00,561.00,556.00,556.50,83800,551.44184
2015-11-10,560.95001,561.79999,551.45001,556.04999,1430700,550.99592
2015-11-09,563.50,567.00,556.20001,560.25,1327900,555.15776
2015-11-06,568.25,572.65002,566.70001,569.95001,686200,564.7696
2015-11-05,573.25,574.90002,569.34998,570.84998,614600,565.66139
2015-11-04,577.09998,578.95001,571.45001,573.04999,815700,567.8414
2015-11-03,575.15002,579.65002,571.34998,574.25,1056900,569.03051
2015-11-02,573.50,577.34998,568.50,575.15002,1817800,569.92235
2015-10-30,572.50,579.04999,569.15002,572.84998,1134300,567.64321
2015-10-29,579.04999,579.90002,571.00,574.59998,1528100,569.3773
2015-10-28,574.90002,581.25,569.75,578.00,1405600,572.74642
2015-10-27,570.25,577.40002,566.00,575.09998,2938900,569.87276
2015-10-26,570.59998,574.29999,565.70001,569.04999,1065300,563.87776
2015-10-23,573.79999,573.79999,564.65002,567.75,1859200,562.58959
2015-10-22,577.84998,577.84998,577.84998,577.84998,000,572.59776
2015-10-21,574.79999,579.50,571.20001,577.84998,1013400,572.59776
2015-10-20,579.00,579.90002,570.00,571.79999,1341900,566.60277
2015-10-19,581.90002,584.25,571.09998,577.54999,999500,572.3005
2015-10-16,579.00,582.15002,565.59998,577.34998,916500,572.10231
2015-10-15,587.95001,587.95001,576.09998,577.09998,841100,571.85458
2015-10-14,582.09998,594.45001,581.04999,582.90002,1050100,577.60191
2015-10-13,585.00,593.70001,583.65002,585.34998,974100,580.02959
2015-10-12,600.00,600.00,582.00,583.95001,1060600,578.64236
2015-10-09,595.70001,596.65002,585.20001,592.34998,1349400,586.96597
2015-10-08,591.59998,596.95001,585.65002,589.79999,1102200,584.43916
2015-10-07,599.79999,599.79999,585.00,588.84998,934800,583.49778
2015-10-06,602.40002,610.00,598.20001,599.34998,1519800,593.90234
2015-10-05,600.40002,609.90002,597.09998,600.29999,1706300,594.84372
2015-10-02,599.75,599.75,599.75,599.75,000,594.29873
2015-10-01,598.04999,613.29999,597.34998,599.75,3500100,594.29873
2015-09-30,594.09998,598.95001,592.00,597.84998,1798200,592.41598
2015-09-29,585.59998,597.90002,585.00,588.29999,1522100,582.95279
2015-09-28,602.00,602.00,590.04999,592.95001,997900,587.56055
2015-09-25,603.04999,603.04999,603.04999,603.04999,000,597.56873
2015-09-24,594.00,604.90002,587.00,603.04999,2080200,597.56873
2015-09-23,589.09998,596.40002,582.15002,590.75,1411700,585.38054
2015-09-22,592.00,604.25,590.00,595.90002,3380200,590.48375
2015-09-21,589.79999,597.00,584.50,592.20001,2220100,586.81737
2015-09-18,580.70001,595.00,580.00,592.00,1856000,586.61917
2015-09-17,580.54999,580.54999,580.54999,580.54999,000,575.27323
2015-09-16,573.90002,582.00,571.45001,580.54999,1864000,575.27323
2015-09-15,569.00,574.00,566.04999,569.90002,925800,564.72007
2015-09-14,561.00,573.70001,559.20001,571.65002,2003400,566.45417
2015-09-11,555.00,562.84998,554.79999,559.09998,765800,554.01819
2015-09-10,555.00,559.75,550.34998,552.09998,1645400,547.08181
2015-09-09,566.79999,573.54999,558.20001,561.09998,768500,556.00001
2015-09-08,550.29999,566.00,550.00,563.59998,767600,558.47728
2015-09-07,553.90002,556.79999,544.15002,552.09998,1070400,547.08181
2015-09-04,568.00,571.59998,547.20001,554.00,1486500,548.96457
2015-09-03,559.00,568.00,558.54999,567.15002,616000,561.99507
2015-09-02,566.15002,569.20001,549.20001,554.25,1232200,549.21229
2015-09-01,571.29999,572.00,560.00,564.15002,1331800,559.02233
2015-08-31,563.59998,575.00,560.70001,571.79999,1678900,566.60277
2015-08-28,554.29999,565.45001,552.34998,563.59998,1071500,558.47728
2015-08-27,557.45001,557.45001,546.59998,551.34998,2410700,546.33863
2015-08-26,544.90002,556.59998,543.09998,550.95001,2070700,545.9423
2015-08-25,549.34998,551.50,528.29999,541.29999,2868200,536.37999
2015-08-24,568.95001,574.00,536.09998,544.34998,2228400,539.40225
2015-08-21,574.79999,577.00,563.70001,576.00,1384700,570.7646
2015-08-20,585.00,586.34998,573.75,576.75,1204400,571.50779
2015-08-19,573.70001,586.75,572.00,584.75,1090300,579.43507
2015-08-18,577.70001,587.50,568.50,571.15002,1402400,565.95871
2015-08-17,575.79999,579.00,568.84998,575.84998,414900,570.61594
2015-08-14,571.20001,577.79999,566.65002,575.25,856500,570.02142
2015-08-13,577.54999,579.50,565.79999,571.20001,1033200,566.00824
2015-08-12,562.25,581.29999,562.25,577.75,1373200,572.4987
2015-08-11,566.00,567.45001,555.04999,566.15002,1251100,561.00416
2015-08-10,568.04999,573.45001,560.09998,563.45001,722700,558.32868
2015-08-07,571.59998,575.90002,566.04999,569.09998,791200,563.92729
2015-08-06,579.00,579.75,569.00,571.59998,941800,566.40457
2015-08-05,561.25,578.00,559.84998,575.34998,1068000,570.12049
2015-08-04,570.90002,570.90002,557.50,559.84998,1459900,554.76137
2015-08-03,571.00,575.90002,569.00,570.40002,647800,565.21553
2015-07-31,563.00,572.00,562.95001,569.84998,1321300,564.67048
2015-07-30,568.00,569.70001,555.70001,562.00,1045800,556.89185
2015-07-29,557.00,568.00,556.95001,564.84998,1126500,559.71592
2015-07-28,561.50,562.25,553.50,556.65002,1549800,551.5905
2015-07-27,565.00,569.75,559.75,561.65002,987600,556.54506
2015-07-24,583.04999,586.00,565.20001,566.75,2258500,561.59868
2015-07-23,587.59998,593.79999,574.65002,589.04999,2229400,583.69598
2015-07-22,580.00,588.59998,576.00,584.59998,1026500,579.28641
2015-07-21,567.54999,585.09998,567.34998,576.59998,1564400,571.35912
2015-07-20,564.00,572.70001,562.00,568.59998,748300,563.43184
2015-07-17,577.00,579.90002,565.20001,568.34998,943900,556.24774
2015-07-16,578.90002,582.00,572.20001,575.29999,869500,563.04976
2015-07-15,568.00,579.79999,566.54999,577.75,1634300,565.4476
2015-07-14,557.50,567.40002,555.90002,565.40002,617600,553.3606
2015-07-13,549.09998,562.00,549.09998,559.65002,905800,547.73304
2015-07-10,550.00,554.40002,545.54999,548.65002,1113600,536.96727
2015-07-09,552.70001,556.45001,543.25,544.90002,687000,533.29712
2015-07-08,551.09998,558.75,549.00,552.75,974200,540.97994
2015-07-07,553.50,562.29999,552.70001,553.79999,780900,542.00757
2015-07-06,544.54999,551.75,543.70001,550.04999,725100,538.33742
2015-07-03,553.40002,554.40002,548.00,549.54999,858500,537.84807
2015-07-02,555.95001,560.50,549.04999,555.75,1005400,543.91606
2015-07-01,544.04999,556.00,541.25,552.75,1204600,540.97994
2015-06-30,552.00,554.54999,545.00,546.70001,1570100,535.05878
2015-06-29,553.09998,554.95001,542.25,552.40002,839400,540.63742
2015-06-26,554.09998,561.34998,554.09998,558.65002,782100,546.75433
2015-06-25,563.50,563.90002,549.75,552.15002,2199900,540.39274
2015-06-24,558.00,568.00,557.00,565.40002,1423500,553.3606
2015-06-23,564.00,564.00,555.00,557.40002,1067700,545.53095
2015-06-22,559.90002,563.54999,553.04999,560.20001,1515100,548.27131
2015-06-19,558.45001,577.75,556.79999,561.54999,5166600,549.59254
2015-06-18,547.50,560.40002,544.70001,556.09998,1786500,544.25858
2015-06-17,542.00,553.95001,541.09998,546.54999,1365100,534.91195
2015-06-16,543.00,546.45001,535.04999,540.29999,1128700,528.79503
2015-06-15,536.00,548.00,531.84998,540.90002,1032800,529.38229
2015-06-12,546.04999,554.40002,529.00,537.34998,2215400,525.90784
2015-06-11,565.00,566.00,543.04999,546.04999,1997700,534.4226
2015-06-10,542.50,566.95001,541.70001,562.75,1784300,550.767
2015-06-09,553.20001,557.34998,540.59998,543.54999,1192500,531.97583
2015-06-08,555.79999,561.70001,550.50,555.00,1138400,543.18203
2015-06-05,554.29999,564.95001,550.59998,555.79999,1696600,543.96498
2015-06-04,547.00,560.90002,547.00,552.70001,2328400,540.93102
2015-06-03,550.25,558.25,544.04999,545.59998,1863400,533.98217
2015-06-02,561.95001,562.00,546.04999,548.79999,1017800,537.11404
2015-06-01,560.00,567.95001,558.75,563.54999,836400,551.54996
2015-05-29,554.59998,565.00,554.59998,561.70001,3310300,549.73937
2015-05-28,553.50,557.70001,541.25,554.54999,2317800,542.7416
2015-05-27,556.25,557.70001,546.04999,552.34998,1677300,540.58843
2015-05-26,560.54999,563.79999,556.09998,558.25,1204700,546.36283
2015-05-25,561.00,565.50,557.50,563.09998,1552400,551.10953
2015-05-22,560.54999,562.90002,554.59998,560.50,1983700,548.56491
2015-05-21,566.00,566.09998,558.50,564.25,1459800,552.23506
2015-05-20,554.75,564.90002,552.65002,564.00,1471400,551.99039
2015-05-19,545.00,554.75,543.59998,552.59998,2316700,540.83311
2015-05-18,539.00,545.00,535.40002,544.25,1064800,532.66094
2015-05-15,536.00,541.59998,535.00,538.45001,1010800,526.98445
2015-05-14,542.79999,542.79999,533.04999,536.50,1025600,525.07596
2015-05-13,535.00,543.40002,529.65002,542.25,1504300,530.70352
2015-05-12,542.50,544.40002,530.65002,533.84998,1432100,522.48237
2015-05-11,542.95001,544.29999,537.09998,541.50,2101000,529.96949
2015-05-08,541.09998,544.50,536.09998,540.50,1556900,528.99079
2015-05-07,531.00,542.70001,525.09998,538.15002,2274500,526.69085
2015-05-06,543.75,543.75,529.45001,532.34998,2779600,521.01431
2015-05-05,545.04999,548.34998,541.25,544.90002,1617400,533.29712
2015-05-04,539.09998,544.59998,534.54999,541.15002,987000,529.62697
2015-05-01,538.59998,538.59998,538.59998,538.59998,000,527.13122
2015-04-30,537.04999,542.04999,533.75,538.59998,3178100,527.13122
2015-04-29,533.00,546.70001,530.20001,541.65002,2817200,530.11632
2015-04-28,533.00,537.54999,525.00,532.25,3071100,520.91646
2015-04-27,528.59998,535.75,518.15002,533.79999,1840500,522.43344
2015-04-24,535.54999,538.65002,512.50,523.20001,3565700,512.05918
2015-04-23,548.95001,548.95001,532.54999,534.25,3043800,522.87387
2015-04-22,562.00,563.25,542.00,544.54999,6270100,532.95454
2015-04-21,568.00,588.40002,550.54999,578.15002,3946600,565.83911
2015-04-20,586.84998,591.04999,570.50,575.40002,1485400,563.14766
2015-04-17,596.04999,596.70001,585.00,586.84998,1564200,574.3538
2015-04-16,607.00,608.20001,590.04999,601.95001,2451900,589.13231
2015-04-15,623.00,623.00,600.75,606.65002,1371700,593.73224
2015-04-14,624.20001,624.20001,624.20001,624.20001,000,610.90852
2015-04-13,618.90002,625.75,614.84998,624.20001,866100,610.90852
2015-04-10,620.25,621.90002,614.54999,617.70001,1075900,604.54693
2015-04-09,621.50,624.29999,612.04999,617.15002,1321800,604.00865
2015-04-08,614.00,623.00,613.09998,616.29999,1788900,603.17672
2015-04-07,623.40002,627.90002,609.15002,615.04999,1854500,601.95333
2015-04-06,628.95001,628.95001,617.40002,621.15002,1476000,607.92348
2015-04-03,633.20001,633.20001,633.20001,633.20001,000,619.71688
2015-04-02,633.20001,633.20001,633.20001,633.20001,000,619.71688
2015-04-01,623.40002,636.45001,620.20001,633.20001,1191500,619.71688
2015-03-31,623.04999,634.59998,618.20001,628.84998,1689500,615.45947
2015-03-30,620.00,624.95001,616.20001,623.40002,1277700,610.12557
2015-03-27,639.70001,641.59998,608.54999,612.15002,2559900,599.11512
2015-03-26,657.90002,657.90002,625.20001,631.90002,2292600,618.44457
2015-03-25,651.00,663.95001,646.54999,661.09998,1098600,647.02275
2015-03-24,645.00,658.50,643.09998,652.25,1314500,638.36122
2015-03-23,652.70001,660.50,641.20001,645.09998,1149900,631.36345
2015-03-20,638.70001,656.70001,636.65002,652.65002,2257000,638.75273
2015-03-19,637.70001,642.70001,632.50,635.04999,1471500,621.52746
2015-03-18,647.00,648.00,628.75,631.40002,1673500,617.95522
2015-03-17,650.00,651.40002,639.25,643.40002,1478000,629.6997
2015-03-16,641.20001,650.95001,636.59998,646.25,1653800,632.48899
2015-03-13,658.40002,658.40002,631.95001,639.25,1876400,625.63804
2015-03-12,655.79999,656.95001,646.50,655.29999,1176600,641.34627
2015-03-11,657.54999,677.59998,650.50,654.75,2285700,640.80799
2015-03-10,651.00,661.79999,645.00,654.29999,1749000,640.36756
2015-03-09,667.00,667.00,656.04999,660.09998,1423800,646.04404
2015-03-06,667.79999,667.79999,667.79999,667.79999,000,653.5801
2015-03-05,659.90002,669.90002,655.25,667.79999,1352400,653.5801
2015-03-04,672.25,673.75,656.29999,659.50,1630000,645.45684
2015-03-03,665.00,677.00,663.00,672.45001,1801800,658.1311
2015-03-02,660.09998,674.40002,654.00,664.50,1848600,650.35038
2015-02-27,657.00,658.59998,648.70001,654.29999,2299600,640.36756
2015-02-26,663.79999,668.90002,651.40002,657.90002,1964700,643.89094
2015-02-25,653.54999,665.59998,652.09998,663.79999,1842900,649.66527
2015-02-24,652.50,659.79999,649.59998,653.00,1581300,639.09525
2015-02-23,650.00,658.00,643.54999,649.75,1066800,635.91446
2015-02-20,659.50,661.00,647.50,650.00,909300,636.15913
2015-02-19,669.00,669.00,655.00,659.50,1384100,645.45684
2015-02-18,662.00,671.00,655.50,669.00,1133500,654.75455
2015-02-17,661.50,661.50,661.50,661.50,000,647.41426
2015-02-16,660.90002,667.25,660.00,661.50,959500,647.41426
2015-02-13,648.00,663.90002,646.79999,660.70001,1732300,646.6313
2015-02-12,643.50,653.00,641.25,646.79999,1807400,633.02726
2015-02-11,646.00,649.00,633.15002,638.40002,2656200,624.80616
2015-02-10,641.00,652.00,637.34998,642.59998,2088800,628.91668
2015-02-09,639.90002,650.00,635.59998,647.79999,1273900,634.00597
2015-02-06,638.00,654.70001,636.00,643.25,2076400,629.55287
2015-02-05,620.95001,643.09998,620.90002,638.25,2299400,624.65933
2015-02-04,623.20001,629.90002,616.25,619.20001,1673100,606.01499
2015-02-03,624.00,628.04999,617.75,621.54999,1587200,608.31493
2015-02-02,612.00,627.70001,609.00,625.09998,2990300,611.78932
2015-01-30,606.90002,610.04999,597.15002,606.54999,1761200,593.63433
2015-01-29,608.00,614.50,599.79999,602.70001,2529000,589.86634
2015-01-28,596.00,612.00,595.75,607.25,3144300,594.31944
2015-01-27,602.40002,605.75,595.00,598.54999,2955800,585.80468
2015-01-26,601.79999,601.79999,601.79999,601.79999,000,588.98548
2015-01-23,599.20001,604.00,590.25,601.79999,3614500,588.98548
2015-01-22,590.00,597.70001,584.70001,594.54999,3648400,581.88985
2015-01-21,589.59998,595.00,576.65002,588.70001,3319000,571.2709
2015-01-20,586.09998,594.00,582.90002,590.40002,2510700,572.92058
2015-01-19,591.09998,598.50,582.34998,584.20001,6062600,566.90413
2015-01-16,560.79999,563.40002,552.90002,555.04999,1557100,538.61712
2015-01-15,560.00,564.00,551.25,559.50,1311200,542.93538
2015-01-14,566.00,569.50,550.00,551.95001,1823200,535.60892
2015-01-13,557.09998,566.70001,555.00,563.50,1183600,546.81696
2015-01-12,550.00,559.00,547.70001,556.04999,829000,539.58751
2015-01-09,549.20001,560.00,543.25,553.50,2547500,537.11302
2015-01-08,556.15002,558.90002,543.20001,545.00,1461000,528.86467
2015-01-07,543.20001,545.00,538.34998,541.09998,1557200,525.08011
2015-01-06,555.00,556.40002,542.09998,545.25,2324300,529.10727
2015-01-05,557.04999,565.00,555.50,558.29999,719700,541.7709
2015-01-02,553.40002,560.25,553.00,557.29999,787300,540.80051
2015-01-01,552.54999,554.40002,550.50,552.40002,202900,536.04561
2014-12-31,552.00,556.50,550.20001,555.20001,670500,538.7627
2014-12-30,550.00,554.90002,548.09998,552.54999,812400,536.19114
2014-12-29,548.00,552.40002,547.40002,550.15002,945000,533.86223
2014-12-26,546.59998,548.50,541.09998,547.40002,727200,531.19364
2014-12-25,545.50,545.50,545.50,545.50,000,529.34987
2014-12-24,552.40002,554.79999,540.09998,545.50,1999400,529.34987
2014-12-23,556.50,556.50,548.90002,552.40002,1356200,536.04561
2014-12-22,556.00,556.95001,548.84998,555.15002,1550600,538.7142
2014-12-19,544.40002,554.54999,544.00,550.54999,1702600,534.25035
2014-12-18,537.90002,540.04999,531.00,537.95001,1357500,522.02341
2014-12-17,535.00,543.00,527.65002,535.15002,2189900,519.30632
2014-12-16,539.00,549.70001,535.00,536.75,1861000,520.85892
2014-12-15,537.40002,545.90002,524.84998,541.54999,1485200,525.5168
2014-12-12,546.29999,553.90002,539.00,543.15002,1078100,527.06947
2014-12-11,551.90002,554.00,544.70001,546.29999,1317400,530.12617
2014-12-10,556.00,559.25,551.40002,552.15002,1299500,535.80301
2014-12-09,569.00,575.75,555.54999,556.90002,1533100,540.41238
2014-12-08,578.00,580.25,565.45001,568.34998,969200,551.52335
2014-12-05,591.00,591.00,576.70001,578.84998,1037600,561.71248
2014-12-04,593.75,595.95001,589.70001,592.70001,938800,575.15247
2014-12-03,591.59998,596.00,585.29999,593.84998,1130100,576.26839
2014-12-02,595.00,595.00,583.50,590.95001,915100,573.45428
2014-12-01,588.00,600.90002,587.04999,592.59998,3016200,575.0554
2014-11-28,585.50,590.00,580.15002,585.79999,1963200,568.45673
2014-11-27,579.75,585.00,579.00,582.00,2004200,564.76925
2014-11-26,584.00,584.00,573.50,579.79999,1412000,562.63437
2014-11-25,584.00,587.40002,577.29999,581.54999,4010900,564.33256
2014-11-24,572.75,582.65002,572.20001,579.34998,1450100,562.19768
2014-11-21,573.00,576.65002,567.15002,572.09998,1844500,555.16232
2014-11-20,569.00,575.00,563.15002,571.90002,1323000,554.96829
2014-11-19,569.00,571.00,560.29999,564.90002,1646700,548.17554
2014-11-18,564.95001,568.00,562.29999,566.25,1972900,549.48554
2014-11-17,564.09998,566.00,559.00,564.15002,1504400,547.44774
2014-11-14,561.90002,568.00,560.70001,563.90002,2185100,547.20514
2014-11-13,559.00,564.40002,554.04999,558.79999,1919700,542.2561
2014-11-12,554.00,561.04999,552.79999,556.04999,1848200,539.58751
2014-11-11,560.50,561.00,554.84998,557.29999,1271400,540.80051
2014-11-10,554.00,560.00,552.04999,558.84998,1805900,542.30461
2014-11-07,562.70001,563.00,548.40002,553.45001,3034100,537.06451
2014-11-06,559.00,559.00,559.00,559.00,000,542.45019
2014-11-05,569.00,569.00,556.79999,559.00,3818600,542.45019
2014-11-04,564.90002,564.90002,564.90002,564.90002,000,548.17554
2014-11-03,570.00,570.00,561.40002,564.90002,3229000,548.17554
2014-10-31,565.00,567.00,559.65002,563.70001,2913900,547.01105
2014-10-30,558.00,563.20001,557.90002,560.25,3019200,543.66318
2014-10-29,555.65002,560.25,554.59998,556.79999,1633800,540.31531
2014-10-28,555.40002,564.50,550.04999,553.70001,2307100,537.30711
2014-10-27,550.00,558.50,547.15002,554.79999,2975600,538.37452
2014-10-24,560.25,560.25,560.25,560.25,000,543.66318
2014-10-23,560.00,564.09998,554.29999,560.25,1175600,543.66318
2014-10-22,582.79999,586.75,576.00,583.65002,1256500,566.37042
2014-10-21,559.00,575.00,557.79999,573.29999,1502400,556.32681
2014-10-20,567.00,575.00,553.40002,556.40002,1610900,539.92719
2014-10-17,575.29999,581.50,560.09998,565.90002,3266000,549.14593
2014-10-16,579.95001,584.59998,565.65002,573.29999,2201600,556.32681
2014-10-15,580.04999,580.04999,580.04999,580.04999,000,562.87697
2014-10-14,590.00,593.00,578.25,580.04999,2019400,562.87697
2014-10-13,583.79999,586.00,566.09998,584.54999,2345500,567.24374
2014-10-10,580.20001,599.29999,580.20001,584.70001,3951600,567.38932
2014-10-09,596.75,601.90002,583.00,587.25,2677000,569.86382
2014-10-08,617.00,618.84998,589.15002,593.54999,2326700,575.97729
2014-10-07,614.00,621.90002,611.04999,618.50,2088200,600.18862
2014-10-06,615.75,615.75,615.75,615.75,000,597.52004
2014-10-03,615.75,615.75,615.75,615.75,000,597.52004
2014-10-02,615.75,615.75,615.75,615.75,000,597.52004
2014-10-01,598.09998,617.65002,598.09998,615.75,2800000,597.52004
2014-09-30,599.00,599.00,588.20001,596.79999,2468300,579.13107
2014-09-29,588.20001,598.90002,584.29999,592.84998,1064300,575.298
2014-09-26,584.00,591.00,577.00,588.59998,1063300,571.17382
2014-09-25,592.00,597.65002,576.40002,582.54999,1696600,565.30295
2014-09-24,588.00,596.00,586.09998,592.75,2065400,575.20098
2014-09-23,579.25,593.50,576.00,582.70001,1999700,565.44854
2014-09-22,585.40002,585.40002,577.09998,581.50,856600,564.28405
2014-09-19,581.90002,592.90002,576.84998,588.40002,1716100,570.97979
2014-09-18,565.25,584.90002,564.50,581.79999,1604700,564.57516
2014-09-17,562.00,571.59998,558.45001,567.34998,1387500,550.55295
2014-09-16,570.00,574.95001,556.00,559.45001,1618100,542.88688
2014-09-15,575.00,576.00,562.50,568.25,1277400,551.42633
2014-09-12,575.50,578.90002,569.25,575.00,1189300,557.97649
2014-09-11,585.00,586.79999,571.65002,574.00,1346900,557.0061
2014-09-10,588.00,590.00,580.50,581.65002,994100,564.42963
2014-09-09,593.04999,594.00,581.90002,588.00,823200,570.59161
2014-09-08,582.90002,595.00,578.04999,592.70001,1236000,575.15247
2014-09-05,581.00,583.79999,575.50,581.90002,1145100,564.67223
2014-09-04,579.95001,582.34998,572.09998,577.15002,1300900,560.06286
2014-09-03,563.95001,580.00,560.29999,577.20001,2833300,560.11137
2014-09-02,567.00,567.65002,559.09998,561.00,1363700,544.39098
2014-09-01,566.00,573.04999,563.54999,565.84998,1083000,549.09736
2014-08-29,565.25,565.25,565.25,565.25,000,548.51515
2014-08-28,558.54999,568.04999,558.54999,565.25,3069800,548.51515
2014-08-27,548.00,560.79999,548.00,558.54999,1449000,542.0135
2014-08-26,558.70001,560.25,546.15002,550.90002,1245400,534.59002
2014-08-25,557.15002,561.20001,554.04999,555.34998,1574000,538.90823
2014-08-22,551.25,558.04999,548.29999,556.95001,1441600,540.46089
2014-08-21,551.40002,553.90002,547.70001,551.15002,1233000,534.83262
2014-08-20,547.40002,555.00,547.40002,552.15002,1116200,535.80301
2014-08-19,546.79999,552.40002,544.00,547.40002,1179000,531.19364
2014-08-18,545.00,548.70001,541.15002,547.65002,1201700,531.43624
2014-08-15,545.95001,545.95001,545.95001,545.95001,000,529.78656
2014-08-14,551.70001,552.09998,543.50,545.95001,1099300,529.78656
2014-08-13,543.09998,551.54999,542.70001,550.25,1334400,533.95924
2014-08-12,545.00,545.50,541.09998,543.75,1176200,527.65168
2014-08-11,550.20001,550.50,540.20001,542.95001,1319200,526.87538
2014-08-08,550.90002,551.59998,541.09998,548.04999,992900,531.82436
2014-08-07,547.00,554.50,535.00,552.65002,2191500,536.28821
2014-08-06,545.79999,552.54999,545.79999,551.40002,1901400,535.07522
2014-08-05,549.79999,551.65002,543.75,549.54999,1051100,533.27995
2014-08-04,536.20001,550.00,536.00,548.65002,2568900,532.40663
2014-08-01,544.00,546.15002,535.00,536.00,1717500,520.13113
2014-07-31,550.04999,551.00,541.04999,544.40002,3568600,528.28246
2014-07-30,556.90002,557.09998,549.00,550.75,1958200,534.44444
2014-07-29,557.04999,557.04999,557.04999,557.04999,000,540.55791
